"cod_isco6","Parent","txt_isco6"
34503046,93330,"Caricatore | Caricatrice"
34503047,93320,"Cocchiere | Cocchiera"
34503048,93320,"Cocchiere postale | Cocchiera postale"
34503049,54140,"Responsabile del carico (trasporti aerei)"
34503050,93330,"Trasbordatore | Trasbordatrice"
34503051,93330,"Impiegato al trasporto del bestiame | Impiegata al trasporto del bestiame"
34503052,93330,"Caricatore | Caricatrice"
34503053,13240,"Capo parco veicoli"
34503054,13240,"Imprenditore di pullman | Imprenditrice di pullman"
34503055,33310,"Agente di trasporto fluviale e marittimo"
34503056,13240,"Esperto di mezzi di trasporto pubblici, dipl. EPS | Esperta di mezzi di trasporto pubblici, dipl. EPS"
34503057,13240,"Manager in mezzi di trasporto pubblici, dipl. EPS"
34503058,13240,"Esperto di mezzi di trasporto pubblici | Esperta di mezzi di trasporto pubblici"
34503059,13240,"Manager di sistemi di trasporto pubblici"
34503060,83000,"Test Driver"
34503061,96210,"Distributore di pubblicità | Distributrice di pubblicità"
34503062,83000,"Test Driver"
34503063,43230,"Specialista dei trasporti pubblici APF"
34503065,93330,"Specialista di traslochi"
34503066,43230,"Specialista in servizio degli orari"
34503067,43230,"Agente dei trasporti pubblici AFC"
34503068,13240,"Specialista dei trasporti pubblici APF"
35101001,42111,"Buralista postale"
35101002,42111,"Segretario d'esercizio PTT | Segretaria d'esercizio PTT"
35101003,42111,"Amministratore postale | Amministratrice postale"
35101004,13240,"Capo ufficio postale"
35101005,33410,"Capo servizio postale"
35101006,42111,"Impiegato d'ufficio PTT | Impiegata d'ufficio PTT"
35101007,42111,"Segretario d'esercizio PTT | Segretaria d'esercizio PTT"
35101008,42111,"Funzionario postale dipl. | Funzionaria postale dipl."
35101009,13240,"Sostituto buralista postale | Sostituta buralista postale"
35101010,42111,"Funzionario PTT | Funzionaria PTT"
35101011,42111,"Funzionario PTT | Funzionaria PTT"
35101012,13240,"Sostituto buralista postale | Sostituta buralista postale"
35101013,42111,"Aggiunto di direzione alle poste | Aggiunta di direzione alle poste"
35101014,13240,"Amministratore di ufficio postale | Amministratrice di ufficio postale"
35101015,13240,"Capo esercizio postale"
35101016,24110,"Revisore postale | Revisora postale"
35101017,42111,"Funzionario postale | Funzionaria postale"
35101018,42111,"Segretario esercizio postale | Segretaria esercizio postale"
35101019,42111,"Impiegato d'ufficio postale | Impiegata d'ufficio postale"
35101020,42111,"Segretario esercizio postale | Segretaria esercizio postale"
35101021,42111,"Funzionario delle poste | Funzionaria delle poste"
35101022,13240,"Responsabile d'ufficio postale"
35101023,42111,"Agente commerciale della posta"
35101024,42111,"Segretario d'esercizio Posta, la Posta | Segretaria d'esercizio Posta, la Posta"
35102001,42111,"Assistente d'esercizio PTT"
35102002,42111,"Collaboratore al servizio dei conti correnti postali | Collaboratrice al servizio dei conti correnti postali"
35102003,42111,"Impiegato d'esercizio PTT | Impiegata d'esercizio PTT"
35102004,42111,"Assistente privato PTT | Assistente privata PTT"
35102005,42111,"Collaboratore al servizio dei conti correnti postali | Collaboratrice al servizio dei conti correnti postali"
35102006,42111,"Collaboratore nel servizio dei conti correnti postali | Collaboratrice nel servizio dei conti correnti postali"
35102007,42111,"Collaboratore nel servizio dei conti correnti postali | Collaboratrice nel servizio dei conti correnti postali"
35102008,42111,"Impiegato di sportello PTT | Impiegata di sportello PTT"
35102009,42111,"Impiegato d'esercizio postale | Impiegata d'esercizio postale"
35102010,42111,"Assistente esercizio postale"
35102011,42111,"Impiegato esercizio postale | Impiegata esercizio postale"
35102012,42111,"Assistente privato, posta | Assistente privata, posta"
35102013,42111,"Funzionario di sportello postale | Funzionaria di sportello postale"
35102014,42111,"Assistente d'esercizio Posta, la Posta"
35103001,96210,"Fattorino ai pacchi | Fattorina ai pacchi"
35103002,44120,"Portalettere"
35103003,44120,"Fattorino postale | Fattorina postale"
35103004,44120,"Funzionario postale in uniforme | Funzionaria postale in uniforme"
35103005,96210,"Fattorino ai telegrammi | Fattorina ai telegrammi"
35103006,96210,"Fattorino per pacchi | Fattorina per pacchi"
35103007,44120,"Fattorino per espressi (PTT) | Fattorina per espressi (PTT)"
35103008,44120,"Fattorino per lettere | Fattorina per lettere"
35103009,44120,"Fattorino di distribuzione di ufficio rurale | Fattorina di distribuzione di ufficio rurale"
35103010,44120,"Capo portalettere"
35103011,44120,"Addetto allo svuotamento delle bucalettere postali | Addetta allo svuotamento delle bucalettere postali"
35103012,96210,"Fattorino per telegrammi | Fattorina per telegrammi"
35103013,44120,"Fattorino di distribuzione | Fattorina di distribuzione"
35103014,96210,"Fattorino di pacchi | Fattorina di pacchi"
35103015,44120,"Portalettere"
35103016,44120,"Fattorino (distribuzione postale) | Fattorina (distribuzione postale)"
35103017,44120,"Funzionario di distribuzione PTT | Funzionaria di distribuzione PTT"
35103018,44120,"Impiegato postale in uniforme | Impiegata postale in uniforme"
35103019,44120,"Funzionario di distribuzione PTT | Funzionaria di distribuzione PTT"
35103020,44120,"Portalettere privato | Portalettere privata"
35103021,44120,"Funzionario di distribuzione | Funzionaria di distribuzione"
35103022,96210,"Portapacchi"
35103023,44120,"Portalettere privato | Portalettere privata"
35103024,44120,"Portatore di mandati | Portatrice di mandati"
35103025,44120,"Funzionario postale in uniforme PTT | Funzionaria postale in uniforme PTT"
35103026,44120,"Fattorino per espressi postali | Fattorina per espressi postali"
35103027,44120,"Funzionario di distribuzione, posta | Funzionaria di distribuzione, posta"
35103028,44120,"Funzionario postale in uniforme Posta, la Posta | Funzionaria postale in uniforme Posta, la Posta"
35103029,44120,"Fattorino postale | Fattorina postale"
35103030,44120,"Postino | Postina"
35104001,42230,"Assistente teleoperatore | Assistente teleoperatrice"
35104002,42230,"Teleoperatore | Teleoperatrice"
35104003,42230,"Telefonista"
35104004,41310,"Telexista"
35104005,42230,"Telegrafista"
35104006,42230,"Aiuto telefonista"
35104007,42230,"Funzionario azienda telefoni | Funzionaria azienda telefoni"
35104008,42230,"Telefonista aziendale"
35104009,42230,"Assistente teleoperatore PTT | Assistente teleoperatrice PTT"
35104010,35220,"Operatore tecnico PTT | Operatrice tecnica PTT"
35104011,42230,"Teleoperatore PTT | Teleoperatrice PTT"
35104012,33410,"Capo teleoperatore | Capo teleoperatrice"
35104013,42230,"Telefonista PTT"
35104014,33410,"Capo ufficio telegrafo"
35104015,33410,"Capo telegrafo | Capo telegrafa"
35104016,42220,"Call Center Agent"
35104017,42230,"Centralinista"
35105001,96210,"Funzionario d'esercizio servizio ambulante | Funzionaria d'esercizio servizio ambulante"
35105002,72310,"Addetto alla manutenzione carrozze PTT | Addetta alla manutenzione carrozze PTT"
35105003,41200,"Segretario alle telecomunicazioni | Segretaria alle telecomunicazioni"
35105004,35220,"Marconista"
35105005,42111,"Impiegato PTT | Impiegata PTT"
35105006,42111,"Ausiliario postale | Ausiliaria postale"
35105007,74220,"Maestro artigiano PTT | Maestra artigiana PTT"
35105008,42111,"Impiegato postale PTT | Impiegata postale PTT"
35105009,42111,"Distributore PTT | Distributrice PTT"
35105010,35220,"Funzionario delle telecomunicazioni | Funzionaria delle telecomunicazioni"
35105011,35220,"Consulente in telecomunicazioni"
35105012,42111,"Impiegato spedizione lettere | Impiegata spedizione lettere"
35105013,13240,"Dirigente d'esercizio PTT"
35105014,35220,"Assistente alle telecomunicazioni"
35105015,35220,"Specialista delle telecomunicazioni, PTT"
35105016,35220,"Impiegato alle telecomunicazioni | Impiegata alle telecomunicazioni"
35105017,35220,"Impiegato alle telecomunicazioni | Impiegata alle telecomunicazioni"
35105018,42111,"Ispettore del servizio dei conti correnti postali | Ispettrice del servizio dei conti correnti postali"
35105019,35220,"Specialista delle telecomunicazioni PTT"
35105020,35210,"Operatore radio | Operatrice radio"
35105021,44120,"Addetto allo smistamento | Addetta allo smistamento"
35105022,96290,"Aiuto buralista postale"
35105023,42111,"Aiuto ufficio assegni"
35105024,96290,"Impiegato ausiliario PTT | Impiegata ausiliaria PTT"
35105025,42111,"Funzionario d'esercizio PTT | Funzionaria d'esercizio PTT"
35105026,35220,"Assistente delle telecomunicazioni"
35105027,41200,"Segretario delle telecomunicazioni PTT | Segretaria delle telecomunicazioni PTT"
35105028,42111,"Ausiliario al servizio assegni postali | Ausiliaria al servizio assegni postali"
35105029,42111,"Depositario postale | Depositaria postale"
35105030,42111,"Funzionario d'esercizio PTT | Funzionaria d'esercizio PTT"
35105031,96290,"Ausiliario postale privato | Ausiliaria postale privata"
35105032,35220,"Impiegato del servizio telecomunicazioni | Impiegata del servizio telecomunicazioni"
35105033,96290,"Ausiliario al servizio ambulante | Ausiliaria al servizio ambulante"
35105034,42111,"Funzionario d'esercizio al servizio ambulante | Funzionaria d'esercizio al servizio ambulante"
35105035,42111,"Ispettore PTT | Ispettrice PTT"
35105036,44120,"Spartitore di lettere | Spartitrice di lettere"
35105037,33410,"Capogruppo PTT"
35105038,35220,"Impiegato delle telecomunicazioni | Impiegata delle telecomunicazioni"
35105039,41200,"Segretario alle telecomunicazioni PTT | Segretaria alle telecomunicazioni PTT"
35105040,96290,"Ausiliario d'esercizio PTT | Ausiliaria d'esercizio PTT"
35105041,44120,"Spartitore postale | Spartitrice postale"
35105042,35220,"Specialista in telecomunicazioni PTT"
35105043,42111,"Segretario postale | Segretaria postale"
35105044,35220,"Marconista"
35105045,96290,"Ausiliario PTT | Ausiliaria PTT"
35105046,44120,"Smistatore di lettere | Smistatrice di lettere"
35105047,42111,"Ausiliario servizio conti correnti postali | Ausiliaria servizio conti correnti postali"
35105048,74220,"Capo montatore PTT | Capo montatrice PTT"
35105049,42111,"Funzionario posta ambulante | Funzionaria posta ambulante"
35105050,43230,"Speditore postale | Speditrice postale"
35105051,42111,"Commesso postale | Commessa postale"
35105052,96210,"Funzionario d'esercizio del servizio ambulante | Funzionaria d'esercizio del servizio ambulante"
35105053,35220,"Consulente in telecomunicazioni"
35105054,35220,"Radiotelegrafista"
35105055,43210,"Amministratore del materiale PTT | Amministratrice del materiale PTT"
35105056,33410,"Controllore di circondario postale | Controllora di circondario postale"
35105057,75220,"Impiegato al servizio telegrafico | Impiegata al servizio telegrafico"
35105058,42111,"Impiegato postale | Impiegata postale"
35105059,42111,"Assistente postale"
35105060,74220,"Montatore PTT | Montatrice PTT"
35105061,72310,"Addetto alla manutenzione carrozze postali | Addetta alla manutenzione carrozze postali"
35105062,74220,"Maestro artigiano, posta | Maestra artigiana, posta"
35105063,42111,"Distributore postale | Distributrice postale"
35105064,13240,"Dirigente esercizio postale"
35105065,96290,"Impiegato ausiliario postale | Impiegata ausiliaria postale"
35105066,42111,"Funzionario esercizio postale | Funzionaria esercizio postale"
35105067,33410,"Ispettore delle poste | Ispettrice delle poste"
35105068,33410,"Capogruppo, posta"
35105069,96290,"Ausiliario esercizio postale | Ausiliaria esercizio postale"
35105070,31220,"Capomontatore, posta | Capomontatrice, posta"
35105071,43210,"Amministratore del materiale, posta | Amministratrice del materiale, posta"
35105072,74220,"Montatore, posta | Montatrice, posta"
35105073,43230,"Impiegato in logistica, settore distribuzione (posta) | Impiegata in logistica, settore distribuzione (posta)"
35105074,44120,"Smistatore di pacchi | Smistatrice di pacchi"
35105075,44130,"Codificatore postale | Codificatrice postale"
35105076,35220,"Consulente in telecomunicazioni"
36101001,54120,"Assistente di polizia"
36101002,54120,"Agente di polizia"
36101003,54120,"Poliziotto | Poliziotta"
36101004,54190,"Agente della circolazione"
36101005,33550,"Agente di polizia criminale"
36101006,54190,"Vigile urbano | Vigile urbana"
36101007,33550,"Detective di polizia"
36101008,33550,"Inquirente"
36101009,54120,"Agente di polizia aerea"
36101010,54120,"Agente di polizia cantonale"
36101011,54120,"Agente di polizia comunale"
36101012,33550,"Agente di polizia criminale"
36101013,54120,"Agente di polizia distrettuale"
36101014,54120,"Agente di polizia autostradale"
36101015,54120,"Agente di polizia comunale"
36101016,13490,"Comandante di polizia"
36101017,54120,"Funzionario di polizia | Funzionaria di polizia"
36101018,54120,"Gendarme"
36101019,54120,"Hostess di polizia"
36101020,33550,"Ufficiale di polizia"
36101021,54120,"Sottufficiale di polizia"
36101022,54120,"Poliziotto | Poliziotta"
36101023,33550,"Brigadiere di polizia | Brigadiera di polizia"
36101024,33550,"Sergente investigatore | Sergente investigatrice"
36101025,33550,"Investigatore (polizia) | Investigatrice (polizia)"
36101026,54120,"Tenente di polizia"
36101027,54120,"Sergente di polizia"
36101028,33550,"Appuntato di polizia | Appuntata di polizia"
36101029,13490,"Capoposto di gendarmeria cantonale"
36101030,54120,"Aggiunto di polizia | Aggiunta di polizia"
36101031,54120,"Delegato di polizia cantonale | Delegata di polizia cantonale"
36101032,54120,"Agente di polizia ferroviaria"
36101033,54120,"Agente di polizia edile"
36101034,54110,"Agente di polizia del fuoco"
36101035,54110,"Capo della polizia del fuoco"
36101036,54110,"Controllore della polizia del fuoco | Controllora della polizia del fuoco"
36101037,33550,"Sergente maresciallo di polizia | Sergente marescialla di polizia"
36101038,54120,"Aiutante di polizia"
36101039,54120,"Aiuto di gendarmeria"
36101040,33550,"Appuntato di polizia | Appuntata di polizia"
36101041,11120,"Capo polizia degli stranieri"
36101042,13490,"Comandante di polizia"
36101043,54120,"Capo disponente di polizia"
36101044,54120,"Agente di polizia municipale"
36101045,54120,"Poliziotto | Poliziotta"
36101047,54120,"Caporale di polizia"
36101048,54120,"Ausiliario di polizia | Ausiliaria di polizia"
36101049,54120,"Impiegato di polizia | Impiegata di polizia"
36101050,54120,"Agente di pubblica sicurezza aeroportuale"
36101051,33550,"Funzionario d'inchiesta | Funzionaria d'inchiesta"
36101052,33550,"Commissario di polizia | Commissaria di polizia"
36101053,35210,"Operatore radio di polizia | Operatrice radio di polizia"
36101054,33550,"Ispettore di polizia | Ispettrice di polizia"
36101056,33550,"Funzionario ufficio ricerche | Funzionaria ufficio ricerche"
36101057,33550,"Agente di sicurezza"
36101058,33550,"Commissario pubblica sicurezza | Commissaria pubblica sicurezza"
36101059,33550,"Ispettore di pubblica sicurezza | Ispettrice di pubblica sicurezza"
36101060,33550,"Comandante di polizia"
36101061,54120,"Tenente di polizia"
36101062,13490,"Maggiore di polizia"
36101063,54120,"Agente di polizia lacuale"
36101064,13490,"Capoposto di polizia"
36101065,33550,"Dattiloscopista"
36101066,33550,"Analista giudiziario | Analista giudiziaria"
36101067,54120,"Agente di polizia APF"
36101068,54120,"Ausiliario di polizia | Ausiliaria di polizia"
36101069,54120,"Agente di polizia, dipl. EPS"
36101070,2100,"Agente della polizia militare"
36101071,2100,"Agente della polizia militare mobile"
36101072,2100,"Agente della polizia militare territoriale"
36101073,54120,"Agente di polizia della navigazione"
36101074,54120,"Collaboratore al servizio della circolazione (polizia) | Collaboratrice al servizio della circolazione (polizia)"
36101075,54120,"Agente di polizia locale"
36101076,33550,"Cyberpoliziotto | Cyberpoliziotta"
36102001,54140,"Guardia notturna di fabbrica"
36102002,54140,"Agente di vigilanza Securitas"
36102003,54140,"Capo agente Securitas"
36102004,54140,"Agente di vigilanza Securitas"
36102005,54140,"Guardiano di fabbrica | Guardiana di fabbrica"
36102006,54140,"Guardia notturna"
36102007,54130,"Sorvegliante di istituto"
36102008,96290,"Sorvegliante di parcheggio"
36102009,54140,"Guardiano di gasdotto | Guardiana di gasdotto"
36102010,54130,"Sorvegliante di stabilimento"
36102011,54140,"Sorvegliante di cimitero"
36102012,54140,"Guardiano di officina | Guardiana di officina"
36102013,54140,"Sorvegliante di carrozze"
36102014,54140,"Addetto alla sorveglianza | Addetta alla sorveglianza"
36102015,54140,"Sorvegliante d'azienda"
36102016,54140,"Capo Securitas"
36102017,54140,"Sorvegliante"
36102018,54140,"Guardiano di castello | Guardiana di castello"
36102019,54140,"Responsabile sicurezza aziendale"
36102020,54140,"Aiuto agente di custodia"
36102021,54140,"Capo servizio di sorveglianza"
36102022,54140,"Sorvegliante allo scarico merci"
36102023,54140,"Autista portavalori"
36102024,54140,"Aiuto sorvegliante"
36102025,54140,"Sorvegliante di servizio pubblico"
36102026,54190,"Bagnino, maestro APF | Bagnina, maestra APF"
36102027,54190,"Bagnino | Bagnina"
36102028,54190,"Sorvegliante di sauna"
36102029,54190,"Bagnino | Bagnina"
36102030,54190,"Bagnino | Bagnina"
36102031,54130,"Agente di custodia"
36102032,54190,"Capo bagnino | Capo bagnina"
36102033,54130,"Agente di custodia"
36102034,54140,"Guardiano | Guardiana"
36102035,54130,"Agente di custodia"
36102037,54140,"Addetto al trasporto di valori | Addetta al trasporto di valori"
36102038,31121,"Sorvegliante di cantiere idrico"
36102039,54140,"Sorvegliante d'azienda"
36102040,31121,"Sorvegliante di cantiere edile"
36102041,31121,"Sorvegliante di lavori genio civile"
36102042,54140,"Sorvegliante di servizio pubblico"
36102043,54140,"Sorvegliante alla produzione"
36102044,54140,"Sorvegliante scolastico | Sorvegliante scolastica"
36102045,54130,"Funzionario ufficio esecuzione pene | Funzionaria ufficio esecuzione pene"
36102046,54140,"Guardia Securitas"
36102047,54140,"Guardaparco"
36102048,54140,"Guardia distrettuale"
36102049,54140,"Guardiano di museo | Guardiana di museo"
36102050,54140,"Sorvegliante di sala di lettura"
36102051,96290,"Guardiano ausiliario di parcheggi | Guardiana ausiliaria di parcheggi"
36102052,31121,"Sorvegliante di lavori del genio civile"
36102053,80000,"Addetto al controllo degli iniettori | Addetta al controllo degli iniettori"
36102054,54140,"Sorvegliante di negozio"
36102055,54140,"Caposorvegliante"
36102056,54140,"Sorvegliante di sala giochi"
36102057,54140,"Hostess securitas"
36102058,54190,"Bagnino | Bagnina"
36102059,54140,"Sorvegliante"
36102060,54140,"Guardia notturna"
36102061,83220,"Addetto al trasporto di prigionieri | Addetta al trasporto di prigionieri"
36102062,54140,"Conduttore di cani (agente di sicurezza) | Conduttrice di cani (agente di sicurezza)"
36102063,54130,"Agente di custodia APF"
36102064,54140,"Sorvegliante di museo"
36102065,54190,"Pattugliatore scolastico | Pattugliatrice scolastica"
36102066,13490,"Specialista nel campo delle privazioni di libertà, dipl. EPS"
36102067,54190,"Bagnino | Bagnina"
36102068,54140,"Sorvegliante di magazzino"
36102069,54190,"Specialista stabilimenti balneari APF"
36103001,54110,"Pompiere | Pompiera"
36103002,54110,"Pompiere | Pompiera"
36103003,54110,"Vigile del fuoco professionista"
36103004,54110,"Comandante dei vigili del fuoco"
36103005,54110,"Pompiere professionista | Pompiera professionista"
36103006,54110,"Vigile del fuoco"
36103007,54110,"Ispettore dei vigili del fuoco | Ispettrice dei vigili del fuoco"
36103008,54110,"Ufficiale dei vigili del fuoco"
36103009,54110,"Caporale dei pompieri"
36103010,54110,"Sergente pompiere | Sergente pompiera"
36103011,54110,"Pompiere d'aeroporto | Pompiera d'aeroporto"
36103013,54110,"Vigile del fuoco aeroportuale"
36103014,54110,"Ausiliario alla protezione civile | Ausiliaria alla protezione civile"
36103015,24240,"Istruttore della protezione civile | Istruttrice della protezione civile"
36103016,54110,"Capo pionieri"
36103017,54110,"Impiegato alla protezione civile | Impiegata alla protezione civile"
36103018,54140,"Capo sicurezza aziendale"
36103019,54110,"Sorvegliante di apparecchiature dei pompieri"
36103020,43210,"Amministratore di magazzino dei pompieri | Amministratrice di magazzino dei pompieri"
36103021,54110,"Impiegato al servizio protezione antincendio | Impiegata al servizio protezione antincendio"
36103022,54110,"Addetto al servizio antincendio | Addetta al servizio antincendio"
36103023,54110,"Ispettore di protezione civile | Ispettrice di protezione civile"
36103024,54110,"Pompiere professionista APF | Pompiera professionista APF"
36103025,54110,"Caporale dei pompieri"
36104001,2100,"Istruttore sottufficiale | Istruttrice sottufficiale"
36104002,1100,"Ufficiale delle telecomunicazioni"
36104003,1100,"Comandante di circondario"
36104004,1100,"Comandante di circondario di fortificazione"
36104005,1100,"Divisionario | Divisionaria"
36104006,1100,"Ufficiale di carriera"
36104007,1100,"Ufficiale guardia di fortezza"
36104008,1100,"Comandante di corpo"
36104009,1100,"Ufficiale istruttore | Ufficiale istruttrice"
36104010,1100,"Ufficiale tecnico, DMF | Ufficiale tecnica, DMF"
36104011,3100,"Soldato di carriera | Soldatessa di carriera"
36104012,2100,"Sottufficiale di carriera"
36104013,2100,"Sottufficiale corpo di guardia delle fortificazioni"
36104014,3100,"Militare di carriera"
36104015,3100,"Impiegato militare | Impiegata militare"
36104016,2100,"Aiutante sottufficiale"
36104017,1100,"Amministratore di piazza d'armi | Amministratrice di piazza d'armi"
36104018,1100,"Pilota militare"
36104019,1100,"Aggiunto del comandante | Aggiunta del comandante"
36104020,1100,"Brigadiere | Brigadiera"
36104021,1100,"Colonnello | Colonnella"
36104022,2100,"Comandante territoriale"
36104023,3100,"Capo piazza di tiro"
36104024,3100,"Guardia delle fortificazioni"
36104025,2100,"Militare di carriere, sottufficiale"
36104026,1100,"Militare di carriera, ufficiale"
36104027,1100,"Pilota militare professionale"
36104028,3100,"Impiegato PAEs e di arsenale | Impiegata PAEs e di arsenale"
36104029,1100,"Brigadiere di sicurezza | Brigadiera di sicurezza"
36104030,2100,"Aiutante"
36104031,2100,"Istruttore sottufficiale | Istruttrice sottufficiale"
36104032,3100,"Guardia delle fortificazioni"
36104033,1100,"Istruttore militare | Istruttrice militare"
36104034,1100,"Colonnello comandante di corpo | Colonnella comandante di corpo"
36104035,1100,"Comandante di corpo d'armata"
36104036,1100,"Capo d'armi, capoarma"
36104037,3100,"Funzionario PAEs | Funzionaria PAEs"
36104038,3100,"Operaio d'arsenale | Operaia d'arsenale"
36104039,3100,"Guardia dei forti"
36104040,3100,"Impiegato fortificazioni | Impiegata fortificazioni"
36104041,3100,"Impiegato arsenale PAEs | Impiegata arsenale PAEs"
36104042,3100,"Custode di arsenale"
36104043,3100,"Amministratore di arsenale | Amministratrice di arsenale"
36104044,3100,"Amministratore di caserma | Amministratrice di caserma"
36104045,1100,"Colonnello divisionario | Colonnella divisionaria"
36104046,1100,"Sostituto del comandante di circondario | Sostituta del comandante di circondario"
36104047,3100,"Soldato contrattuale a tempo | Soldatessa contrattuale a tempo"
36104048,3100,"Sorvegliante piazza di tiro"
36104049,3100,"Sorvegliante piazza di tiro"
36104050,3100,"Maestro di guida dell'esercito | Maestra di guida dell'esercito"
36104051,3100,"Perito della circolazione militare | Perita della circolazione militare"
36104052,1100,"Comandante di scuola"
36104053,1100,"Specialista per l'eliminazione di munizioni inesplose e lo sminamento"
36105001,34110,"Agente investigativo d'albergo | Agente investigativa d'albergo"
36105002,34110,"Agente investigativo | Agente investigativa"
36105003,54140,"Sorvegliante di grande magazzino"
36105004,34110,"Agente investigativo d'azienda | Agente investigativa d'azienda"
36105005,54140,"Guardia del corpo"
36105006,31122,"Controllore d'impianti a combustione | Controllora d'impianti a combustione"
36105007,54190,"Sorvegliante di piste"
36105008,75410,"Sommozzatore soccorritore | Sommozzatrice soccorritrice"
36105009,54140,"Impiegato di sicurezza | Impiegata di sicurezza"
36105010,54140,"Incaricato dei servizi di sicurezza | Incaricata dei servizi di sicurezza"
36105011,54140,"Impiegato sicurezza aziendale | Impiegata sicurezza aziendale"
36105012,54110,"Specialista in protezione ABC"
36105013,33550,"Ispettore di sicurezza | Ispettrice di sicurezza"
36105014,54190,"Capo colonna di soccorso"
36105015,54140,"Guardia"
36105016,31190,"Consulente in materia di sicurezza"
36105017,34110,"Assistente investigatore | Assistente investigatrice"
36105018,34110,"Specialista in protezione dei dati"
36105019,96290,"Impiegato di parcheggio | Impiegata di parcheggio"
36105020,54140,"Funzionario di sicurezza | Funzionaria di sicurezza"
36105021,54190,"Capo piste/Capo servizio soccorso"
36105022,34110,"Investigatore | Investigatrice"
36105023,54140,"Pattugliatore | Pattugliatrice"
36105024,33550,"Funzionario di sicurezza | Funzionaria di sicurezza"
36105025,34110,"Investigatore privato | Investigatrice privata"
36105026,75430,"Controllore d'estintori | Controllora d'estintori"
36105027,54140,"Guardia svizzera pontificia"
36105028,54140,"Guardia privata"
36105029,54140,"Guardia del corpo"
36105030,54190,"Vigile del traffico"
36105031,31190,"Tecnico in criminologia | Tecnica in criminologia"
36105032,22630,"Controllore in radioprotezione | Controllora in radioprotezione"
36105033,22630,"Specialista nella protezione contro le radiazioni"
36105034,54140,"Guardia pontificia"
36105035,54190,"Capo piste"
36105036,31122,"Aggiunto, ispettore del fuoco | Aggiunta, ispettrice del fuoco"
36105037,32570,"Incaricato della sicurezza degli ospedali APF | Incaricata della sicurezza degli ospedali APF"
36105038,32570,"Incaricato della sicurezza degli ospedali | Incaricata della sicurezza degli ospedali"
36105039,54140,"Esperto di sicurezza | Esperta di sicurezza"
36105040,34110,"Incaricato della protezione dei dati | Incaricata della protezione dei dati"
36105041,34110,"Coordinatore della protezione dei dati | Coordinatrice della protezione dei dati"
36105042,54190,"Sorvegliante del traffico"
36105043,54140,"Agente professionale della sicurezza e della sorveglianza APF"
36105044,54140,"Agente professionale della sicurezza e della sorveglianza"
36105045,54140,"Incaricato delle merci pericolose | Incaricata delle merci pericolose"
36105046,34110,"Investigatore privato | Investigatrice privata"
36105047,32570,"Incaricato della sicurezza in ospedali e case di cura APF | Incaricata della sicurezza in ospedali e case di cura APF"
36105048,32570,"Incaricato della sicurezza in ospedali e case di cura | Incaricata della sicurezza in ospedali e case di cura"
36105049,54140,"Agente professionale di protezione di persone e di beni, APF"
36105050,32570,"Esperto di sicurezza sul lavoro | Esperta di sicurezza sul lavoro"
36105051,32570,"Specialista della sicurezza in istituti sociali e di cura APF"
36105052,34110,"Investigatore assicurativo | Investigatrice assicurativa"
36105053,34110,"Fraud Manager"
36105054,54190,"Soccorritore stradale | Soccorritrice stradale"
36105055,54190,"Collaboratore al servizio della circolazione | Collaboratrice al servizio della circolazione"
36105056,54190,"Addetto al servizio di soccorso (in caso di panne o di incidente) | Addetta al servizio di soccorso (in caso di panne o di incidente)"
36105057,34110,"Ispettore sociale | Ispettrice sociale"
36105058,34110,"Ispettore sociale | Ispettrice sociale"
36105059,54190,"Pattugliatore di piste | Pattugliatrice di piste"
36105060,30002,"Quadro diplomato nell'ambito delle organizzazioni di salvataggio EPS | Quadro diplomata nell'ambito delle organizzazioni di salvataggio EPS"
36105061,54190,"Soccorritore stradale APF | Soccorritrice stradale APF"
36106001,33510,"Funzionario doganale | Funzionaria doganale"
36106002,33310,"Dichiarante di dogana, APF"
36106003,33510,"Impiegato doganale | Impiegata doganale"
36106004,33510,"Agente doganale"
36106005,33510,"Guardia di frontiera, aeroporto"
36106006,33510,"Guardia di confine"
36106007,33510,"Ispettore doganale | Ispettrice doganale"
36106008,33510,"Comandante delle guardie di confine"
36106009,33510,"Assistente doganale"
36106010,33510,"Aggiunto guardia di frontiera | Aggiunta guardia di frontiera"
36106011,33510,"Aggiunto alle dogane | Aggiunta alle dogane"
36106012,33510,"Aiutante guardia di frontiera"
36106013,33510,"Guardia di frontiera, caporale"
36106014,33510,"Funzionario tecnico doganale | Funzionaria tecnica doganale"
36106015,33510,"Funzionario d'esercizio doganale | Funzionaria d'esercizio doganale"
36106016,33510,"Funzionario doganale | Funzionaria doganale"
36106017,33510,"Ausiliario doganale | Ausiliaria doganale"
36106018,33510,"Verificatore di dogana | Verificatrice di dogana"
36106019,33510,"Capo ufficio doganale"
36106020,33310,"Dichiarante di dogana"
36106021,33510,"Ufficiale delle guardie di confine"
36106022,33510,"Tecnico doganale | Tecnica doganale"
36106023,33510,"Revisore di dogana | Revisora di dogana"
36106024,33510,"Guardia di confine APF"
36106025,33510,"Specialista doganale APF"
36106026,33510,"Guardia di confine, dipl. EPS"
36106027,33510,"Specialista doganale"
36106028,33510,"Guardia di confine"
36106029,33510,"Sergente maggiore delle guardie di confine"
36106030,33510,"Sergente delle guardie di confine"
36106031,33510,"Inquirente doganale, dipl. EPS"
36201001,26120,"Pretore | Pretora"
36201002,26120,"Giudice del tribunale del lavoro"
36201003,26120,"Giudice di tribunale delle assicurazioni"
